Date,BTC,USD,EUR,JPY,GBP,CNY,AUD,CAD,CHF,Other
2015-12-31,0.05915686774814825,64.154037,19.4005537,3.8998703,5.1739613,,1.829566,2.0850402,0.2826473,3.1743241
2016-03-31,0.058437414603847715,63.9291976,19.7778506,3.828163,5.0138895,,1.8827546,2.0680573,0.2192488,3.2808386
2016-06-30,0.09639254632017366,64.0052962,19.4721547,4.2379071,4.8741854,,1.8552647,2.0639476,0.2027737,3.2884707
2016-09-30,0.08803227058172663,63.7928791,19.5422885,4.3148768,4.6889365,,1.9438542,2.0978865,0.1969855,3.422293
2016-12-31,0.1452176993533009,64.6799707,18.9277091,3.9813141,4.6653463,0.9972309,1.8701022,2.1311781,0.1752301,2.5719185
2017-03-31,0.1609445640843042,64.2195096,19.0098815,4.4569668,4.5689983,1.031083,1.9563485,2.0760686,0.1762265,2.5049171
2017-06-30,0.36921672846432124,63.514328,19.6875589,4.5377405,4.6864698,1.0400895,1.932564,2.090706,0.1767148,2.3338286
2017-09-30,0.6397492122899935,63.3104705,19.771857,4.4376137,4.7344992,1.0974784,1.9469712,2.1287479,0.1722118,2.4001504
2017-12-31,2.0316710251900996,62.7072968,19.7977191,4.777054,4.7383995,1.229718,1.9692428,2.1207818,0.1783507,2.4814372
2018-03-31,1.0116752647465925,62.8976097,19.9123199,4.5509796,4.7625773,1.460129,1.8563273,1.9247261,0.1676441,2.4676869
2018-06-30,0.954236302038291,62.6152141,19.5985523,4.9488834,4.5744251,1.9115272,1.8480988,1.9483521,0.1534022,2.4015448
2018-09-30,1.0013805643099922,62.3490399685773,19.7211876381046,5.05445021173859,4.53231660029944,1.87205809668787,1.83626607950513,1.99122171481791,0.148957953729214,2.49450173654001
2018-12-31,0.5638042450725825,62.0650228830416,20.0305283316089,5.09043824827092,4.51065926608886,1.95951157951522,1.73973294161817,1.84470153549411,0.133591650998063,2.62581356336408
2019-03-31,0.6218432859346266,62.2066180312068,19.5438203804079,5.41825723581121,4.58787273763345,1.98283390379703,1.79182481777985,1.96684580595833,0.128031652299165,2.37389543510631
2019-06-30,1.6579591575730892,61.7316705128468,19.8298730822905,5.63824261545876,4.53073704908933,1.97848021324259,1.81073854363856,1.9491788554011,0.128922838086986,2.40215628994542
2019-09-30,1.2715006120293173,62.0500700119326,19.5359605666266,5.71844687497869,4.51966307823698,2.00322568415245,1.78411712543133,1.91681929747976,0.135687085821192,2.33601027534042
2019-12-31,1.1128159107537672,61.3202550682034,19.8245887786098,5.82234717632673,4.67430408283664,2.0257803934342,1.83794324888231,1.89498739464266,0.141867128564908,2.45792672849937
2020-03-31,1.015005040197761,62.3212021900011,19.3291387242754,6.07161660256627,4.44366067256886,2.04107031907819,1.65050857965116,1.82805976420521,0.135848979808814,2.17889416784505
2020-06-30,1.4082135524733546,61.875305997393,19.4792482131464,5.73290738908688,4.52416400387715,2.09935522363852,1.81942097769368,1.95923533252454,0.144391801480502,2.36597106115926
2020-09-30,1.6267794505113948,61.0066337569416,19.8693542865485,5.82374655184524,4.5978481693677,2.1946008104725,1.87607662223341,2.06819092688726,0.158801646940901,2.40474722876286
2020-12-31,4.21229183244962,59.5282761516248,20.5583939113306,6.0374556303283,4.75989428484355,2.32256473532254,1.98084877918702,2.12437518552411,0.164469186754926,2.52372213508422
2021-03-31,8.72370865769348,60.0628702628749,19.7606440508144,5.83477229811387,4.74656405051008,2.52408322261994,1.9988725305169,2.19830771302443,0.15570594065816,2.71817993086734
2021-06-30,5.2653540271181045,59.8460288957343,19.8386658306809,5.5549527305409,4.7583225478778,2.64980314646918,1.99142410185545,2.3326402341795,0.187241874874571,2.84092063778746
2021-09-30,6.081403252943787,59.8714605550738,19.7752459126348,5.64127639525457,4.74118517167343,2.71344940265246,1.95653185907574,2.26535609779405,0.187110280699676,2.84838432514145
2021-12-31,6.90299423446478,59.4025304338252,19.8153821960483,5.5041200944612,4.88048726251867,2.85163846002599,2.00505886277357,2.43302287383323,0.1622087468745,2.94555106963941
2022-03-31,6.9155607249280395,59.4175033569336,19.1770801544189,5.60525989532471,4.90556812286377,2.84937262535095,2.06531095504761,2.55761694908142,0.240077540278435,3.18221020698547
2022-06-30,3.152493220568097,59.9951705932617,19.0010204315186,5.37294244766235,4.88692617416382,2.78056025505066,2.06404638290405,2.59747362136841,0.233059018850327,3.0688009262085
2022-09-30,3.234344161254263,60.4334411621094,18.8501777648926,5.12229681015015,4.75057029724121,2.61338138580322,2.18976640701294,2.57912635803223,0.219346597790718,3.24189305305481
2022-12-31,2.6800225021161306,58.9517669677734,19.7297306060791,5.44064235687256,5.04337692260742,2.5504949092865,2.23950481414795,2.48731350898743,0.219918146729469,3.33725166320801
2023-03-31,4.587789269073742,60.1231002807617,18.7499256134033,5.37544870376587,4.6345739364624,2.60709095001221,1.92138850688934,2.34924077987671,0.257557660341263,3.98167490959168
2023-06-30,4.91953855972762,59.8180694580078,18.9197483062744,5.47859287261963,4.69672155380249,2.47479271888733,1.8989382982254,2.46653175354004,0.194501668214798,4.05210590362549
2023-09-30,4.449039419803485,59.6898078918457,18.9005165100098,5.21624755859375,4.83104801177979,2.43515157699585,1.96841478347778,2.41992259025574,0.18927127122879,4.34961891174316
