Date,Close,AbsDays,LogClose
2020-01-01,0.000855158227184402,4015,-3.0679535217216287
2020-01-02,0.0006745885277492723,4016,-3.1709610488235906
2020-01-03,0.0006282809005039699,4017,-3.2018461424674305
2020-01-04,0.0005993510409077812,4018,-3.2223187360850787
2020-01-05,0.0005955596054223807,4019,-3.2250747664891835
2020-01-06,0.0006451232463642914,4020,-3.1903573084611843
2020-01-07,0.0007648569488642349,4021,-3.1164197833147105
2020-01-08,0.0007338670187685342,4022,-3.1343826297941577
2020-01-09,0.0007337988158056865,4023,-3.1344229934378944
2020-01-10,0.0007555673760734496,4024,-3.121726802334582
2020-01-11,0.0006231875562701333,4025,-3.205381227185894
2020-01-12,0.0006250778614939561,4026,-3.2040658823182366
2020-01-13,0.0006196840832589867,4027,-3.207829658669696
2020-01-14,0.0006221540296985599,4028,-3.206102081600527
2020-01-15,0.0005769797155704106,4029,-3.2388394547310804
2020-01-16,0.0005698987788115921,4030,-3.244202273638479
2020-01-17,0.0006772549876234691,4031,-3.169247787934699
2020-01-18,0.0006812096693480614,4032,-3.166719196125316
2020-01-19,0.0006800998086548717,4033,-3.167427347341947
2020-01-20,0.0007038518514465521,4034,-3.1525187426618997
2020-01-21,0.0006934264748778358,4035,-3.1589995810905585
2020-01-22,0.0006889594015451991,4036,-3.161806369100178
2020-01-23,0.0006902083008928636,4037,-3.161019821905895
2020-01-24,0.0007108703353088984,4038,-3.148209608546355
2020-01-25,0.0007052225984613097,4039,-3.151673779427457
2020-01-26,0.0007331477099210763,4040,-3.1348085176631213
2020-01-27,0.0007054173213062863,4041,-3.151553880569604
2020-01-28,0.0006789040230340954,4042,-3.1681916177855713
2020-01-29,0.0006592842175209801,4043,-3.180927320624551
2020-01-30,0.0006458549454383791,4044,-3.1898650105953728
2020-01-31,0.000536402114606663,4045,-3.270509518739538
2020-02-01,0.0005964502210633738,4046,-3.224425796117028
2020-02-02,0.0005980865470868633,4047,-3.223235966174499
2020-02-03,0.00059668030185373,4048,-3.2242582992389197
2020-02-04,0.0005167369348345591,4049,-3.2867304952541097
2020-02-05,0.0005219061875674237,4050,-3.282407554245404
2020-02-06,0.0006275026970311424,4051,-3.2023844032282383
2020-02-07,0.0006218123459341242,4052,-3.2063406593950536
2020-02-08,0.0006145776972681196,4053,-3.2114232041335526
2020-02-09,0.000606379377591986,4054,-3.2172555770829594
2020-02-10,0.0005872073764817883,4055,-3.231208497463214
2020-02-11,0.0007155271410781484,4056,-3.1453738881139657
2020-02-12,0.0006633038983686278,4057,-3.1782874502592775
2020-02-13,0.0006512347326259482,4058,-3.1862624450575256
2020-02-14,0.0006615711505849128,4059,-3.1794234415071365
2020-02-15,0.0006472131062703396,4060,-3.18895269670596
2020-02-16,0.0006749709116617163,4061,-3.170714942986771
2020-02-17,0.0006783961727279122,4062,-3.1685166108808196
2020-02-18,0.0006776231941550089,4063,-3.1690117370912567
2020-02-19,0.0006339551076166604,4064,-3.197941494806994
2020-02-20,0.0006576616370042348,4065,-3.181997490850633
2020-02-21,0.0006624108365220177,4066,-3.178872571447784
2020-02-22,0.0006597139124886352,4067,-3.1806443571301983
2020-02-23,0.0006574407030365323,4068,-3.1821434116676213
2020-02-24,0.0006431742436688604,4069,-3.1916713555165344
2020-02-25,0.0006617934942538138,4070,-3.1792775064774
2020-02-26,0.0006739154539785675,4071,-3.1713945844345584
2020-02-27,0.0006372341588224861,4072,-3.1957009519693154
2020-02-28,0.0006050088573495724,4073,-3.218238267215489
2020-02-29,0.000572992754695761,4074,-3.2418508695082546
2020-03-01,0.0005822034581322005,4075,-3.234925219296947
2020-03-02,0.000588376465770341,4076,-3.230344706764498
2020-03-03,0.0005670710325042233,4077,-3.2463625370640026
2020-03-04,0.0005778563583775337,4078,-3.2381801036500883
2020-03-05,0.0005744001788007208,4079,-3.2407854335774653
2020-03-06,0.0005540514791446263,4080,-3.256449881355022
2020-03-07,0.0005511340155174051,4081,-3.258742783865442
2020-03-08,0.0005635719534202145,4082,-3.2490506280146283
2020-03-09,0.0006159449741064121,4083,-3.210458084117008
2020-03-10,0.0006399389823081855,4084,-3.1938614336882596
2020-03-11,0.0006332272208261196,4085,-3.1984404241942723
2020-03-12,0.00020992277862647016,4086,-3.677940433761385
2020-03-13,0.0001413742183176462,4087,-3.849629783348691
2020-03-14,0.0006169921904589863,4088,-3.2097203329878816
2020-03-15,0.0007616677575895068,4089,-3.118234428281281
2020-03-16,0.0005676738810343351,4090,-3.245901087426187
2020-03-17,0.0006289559590610414,4091,-3.201379763785893
2020-03-18,0.0010666749426251068,4092,-2.971967906847438
2020-03-19,0.001086911361449377,4093,-2.9638058715558735
2020-03-20,0.0008808037063096158,4094,-3.055120866576691
2020-03-21,0.0008358554721808901,4095,-3.077868809954029
2020-03-22,0.0008259181520478323,4096,-3.0830629888481673
2020-03-23,0.0008701060584315672,4097,-3.06042780739945
2020-03-24,0.0005390789910327107,4098,-3.2683475931506876
2020-03-25,0.0005306355029256113,4099,-3.275203696289485
2020-03-26,0.0007618922559227021,4100,-3.118106440690186
2020-03-27,0.0007602474898357294,4101,-3.119045005123049
2020-03-28,0.0005783521186613819,4102,-3.2378076691400626
2020-03-29,0.00042058028778837466,4103,-3.3761510861560047
2020-03-30,0.0005892791878376522,4104,-3.229678897046502
2020-03-31,0.0006153856171303982,4105,-3.2108526583548866
2020-04-01,0.0007818291310525967,4106,-3.1068881517348097
2020-04-02,0.000777074888207884,4107,-3.109537125384137
2020-04-03,0.0007400856212425353,4108,-3.1307180334013096
2020-04-04,0.0007437610299333206,4109,-3.128566580653435
2020-04-05,0.0007424226292264953,4110,-3.1293487991835653
2020-04-06,0.0007538173257690977,4111,-3.1227338849290756
2020-04-07,0.00071033617744561,4112,-3.1485360661319812
2020-04-08,0.0007023736839067744,4113,-3.1534317686682645
2020-04-09,0.000670531188704822,4114,-3.1735810168170313
2020-04-10,0.0008809289197117998,4115,-3.055059132475934
2020-04-11,0.0007514856927841153,4116,-3.1240792833459463
2020-04-12,0.0007506711856735715,4117,-3.1245502540991614
2020-04-13,0.0007340164513635393,4118,-3.1342942062197094
2020-04-14,0.0007503776810144446,4119,-3.1247200919483147
2020-04-15,0.0007782152115991469,4120,-3.1089002843919475
2020-04-16,0.0007858546227109038,4121,-3.10465778779518
2020-04-17,0.0007214037892140277,4122,-3.1418215808554417
2020-04-18,0.0007402602987491872,4123,-3.1306155418463573
2020-04-19,0.0007269338743427152,4124,-3.1385050930119394
2020-04-20,0.0007250339597018796,4125,-3.139641651131452
2020-04-21,0.0007599020892770735,4126,-3.119242361437603
2020-04-22,0.000751686322156798,4127,-3.1239633521961974
2020-04-23,0.0006869532099417446,4128,-3.163072842789267
2020-04-24,0.0006744218272354151,4129,-3.171068382489933
2020-04-25,0.0006801939220330663,4130,-3.167367253084411
2020-04-26,0.0006934221181704764,4131,-3.1590023097142526
2020-04-27,0.000657061779892662,4132,-3.1823937942072416
2020-04-28,0.0006275310572627889,4133,-3.2023647755615405
2020-04-29,0.0006467606298586791,4134,-3.189256424689455
2020-04-30,0.0005722032448700241,4135,-3.2424496837115493
2020-05-01,0.0005816823025995868,4136,-3.2353141491984725
2020-05-02,0.0005918379793229501,4137,-3.22779716881185
2020-05-03,0.0005823905476830394,4138,-3.234785682325531
2020-05-04,0.0005839603728019925,4139,-3.2336166228488
2020-05-05,0.0006661036371225017,4140,-3.1764581949605857
2020-05-06,0.0006304100271590161,4141,-3.2003768876739627
2020-05-07,0.0005772708344119699,4142,-3.238620383907765
2020-05-08,0.0007161125106185815,4143,-3.1450187390020363
2020-05-09,0.0005848396407628665,4144,-3.232963198325998
2020-05-10,0.0004689359467371257,4145,-3.3288864747228595
2020-05-11,0.000537178243873355,4146,-3.2698815849033296
2020-05-12,0.0006110505888645188,4147,-3.2139228330386014
2020-05-13,0.0005354368897275947,4148,-3.2712917107485913
2020-05-14,0.0005465660043942742,4149,-3.2623573842846296
2020-05-15,0.0004806659261464708,4150,-3.318156663415481
2020-05-16,0.0005126761552123693,4151,-3.290156881312301
2020-05-17,0.0006136585605881517,4152,-3.212073202959407
2020-05-18,0.0005617106259781627,4153,-3.25048736042147
2020-05-19,0.00058516939183102,4154,-3.232718398381548
2020-05-20,0.0006461250445394839,4155,-3.189683424886932
2020-05-21,0.0006058137217817629,4156,-3.217660894049364
2020-05-22,0.0005611984971562978,4157,-3.250883500647243
2020-05-23,0.0005721841195293039,4158,-3.2424641998276797
2020-05-24,0.0005791709379810091,4159,-3.23719323857738
2020-05-25,0.0005801928705748363,4160,-3.2364276121225157
2020-05-26,0.0006254364015800162,4161,-3.203816845598254
2020-05-27,0.0006303951965430454,4162,-3.200387104723446
2020-05-28,0.0006364548725771419,4163,-3.1962323842892357
2020-05-29,0.0006668402369298008,4164,-3.1759782028611854
2020-05-30,0.0007288906682417015,4165,-3.1373376098716705
2020-05-31,0.0007194226492794359,4166,-3.1430158935925174
2020-06-01,0.0007361309780743686,4167,-3.1330449057791947
2020-06-02,0.0006680571874674642,4168,-3.175186359173405
2020-06-03,0.0007450503455317714,4169,-3.1278143795364293
2020-06-04,0.0007675549154618274,4170,-3.114890542718717
2020-06-05,0.000789900115373716,4171,-3.102427822740715
2020-06-06,0.0008364682518956102,4172,-3.0775505380108585
2020-06-07,0.0009042010840866504,4173,-3.04373497660656
2020-06-08,0.0009242658077224268,4174,-3.034203112950784
2020-06-09,0.0009089119212377756,4175,-3.041478200357539
2020-06-10,0.0010341153826322136,4176,-2.9854310016242516
2020-06-11,0.001237472483826058,4177,-2.907464449166406
2020-06-12,0.0013994421994670417,4178,-2.8540450342974295
2020-06-13,0.0013323854698974328,4179,-2.8753701120794606
2020-06-14,0.0013162541335946065,4180,-2.8806602519359847
2020-06-15,0.0013120253111657905,4181,-2.8820577866115773
2020-06-16,0.0011978687474068375,4182,-2.9215907657528444
2020-06-17,0.001270153616104401,4183,-2.896143751018863
2020-06-18,0.001197974915997339,4184,-2.9215522754007894
2020-06-19,0.0012512445822339526,4185,-2.9026577899609705
2020-06-20,0.0012629635931988485,4186,-2.898609168447625
2020-06-21,0.00129689923954081,4187,-2.887093764402655
2020-06-22,0.0012993717544158775,4188,-2.886266578108321
2020-06-23,0.0012240537876561852,4189,-2.9121994979020345
2020-06-24,0.0011852631626638876,4190,-2.926185213026047
2020-06-25,0.0014337670015353062,4191,-2.8435214192185296
2020-06-26,0.001285039568981686,4192,-2.8910834993164816
2020-06-27,0.0011535443797383003,4193,-2.9379656924262076
2020-06-28,0.0012325216667706598,4194,-2.9092054374249883
2020-06-29,0.0013162159258289902,4195,-2.880672858667609
2020-06-30,0.0014562375514527574,4196,-2.8367677741507524
2020-07-01,0.0014887776240198505,4197,-2.8271701671729192
2020-07-02,0.0018329817416181222,4198,-2.7368418610355962
2020-07-03,0.002224714311045585,4199,-2.652725751470731
2020-07-04,0.002189277484700806,4200,-2.659699189351714
2020-07-05,0.0021929599764601,4201,-2.6589692945245487
2020-07-06,0.00246701867619633,4202,-2.607827562736325
2020-07-07,0.0013137466692197868,4203,-2.881488372041761
2020-07-08,0.002611306164100049,4204,-2.5831422060843314
2020-07-09,0.002438828693381519,4205,-2.6128187040454125
2020-07-10,0.002336473071845833,4206,-2.631439219910866
2020-07-11,0.0020999277256789893,4207,-2.6777956523512936
2020-07-12,0.002224302486179375,4208,-2.6528061527259155
2020-07-13,0.0021396104907412034,4209,-2.669665281379074
2020-07-14,0.001181946897004587,4210,-2.927402035177225
2020-07-15,0.0010755392486313437,4211,-2.9683737366916754
2020-07-16,0.0011062827877259323,4212,-2.9561338445947456
2020-07-17,0.0010149141102605832,4213,-2.993570709492839
2020-07-18,0.0010206966059674299,4214,-2.9911033293478684
2020-07-19,0.001007989115763909,4215,-2.996544157363901
2020-07-20,0.0010217325968074641,4216,-2.990662750900298
2020-07-21,0.001024792529565571,4217,-2.989364049130149
2020-07-22,0.0010186199418987234,4218,-2.991987825733179
2020-07-23,0.0009894247091810234,4219,-3.004617248078392
2020-07-24,0.0009566016987795911,4220,-3.0192688522222113
2020-07-25,0.0009279991069375327,4221,-3.032452441725414
2020-07-26,0.0009105001862139878,4222,-3.040719961047865
2020-07-27,0.000916595704690229,4223,-3.0378221822578286
2020-07-28,0.0007937231708808026,4224,-3.10033094130355
2020-07-29,0.0007852156316282854,4225,-3.105011063297281
2020-07-30,0.000762110085208716,4226,-3.1179822911990684
2020-07-31,0.0008022363029505633,4227,-3.0956976891327637
2020-08-01,0.0008194618851907344,4228,-3.0864712415276427
2020-08-02,0.0007827141167176886,4229,-3.106396833348498
2020-08-03,0.0007352480174199477,4230,-3.1335661378847997
2020-08-04,0.0008160325021838606,4231,-3.0882925431603674
2020-08-05,0.0008407532835764776,4232,-3.075331427865411
2020-08-06,0.0009542273295046531,4233,-3.020348149207511
2020-08-07,0.0008493816331968503,4234,-3.0708971343124922
2020-08-08,0.0008556748511967695,4235,-3.067691232001556
2020-08-09,0.001025124745302538,4236,-2.989223282998366
2020-08-10,0.0017801576816373302,4237,-2.7495415273360497
2020-08-11,0.0007995113475803945,4238,-3.0971753678694975
2020-08-12,0.0008006643510234954,4239,-3.096549507696704
2020-08-13,0.0008355306552598454,4240,-3.078037611400802
2020-08-14,0.0008551613148161961,4241,-3.067951953662073
2020-08-15,0.0008792116457200856,4242,-3.05590656803853
2020-08-16,0.0009230282730160064,4243,-3.034784996019828
2020-08-17,0.0008203785273972371,4244,-3.0859857153867196
2020-08-18,0.000812154942521078,4245,-3.0903611083663782
2020-08-19,0.0008565460268709324,4246,-3.0672492950697596
2020-08-20,0.0008502251026326288,4247,-3.0704660767696343
