day,blocks_count,difficulty_median,blockreward_sum,blockreward_median,size_total_sum,size_total_median,size_stripped_median,size_witness_median,weight_median,tx_count_total_median,tx_count_segwit_median,tx_count_nonsegwit_median,tx_count_total_sum,tx_count_segwit_sum,tx_count_nonsegwit_sum,tx_fee_total_median,tx_fee_mean_median,tx_fee_percentile_10_median,tx_fee_percentile_50_median,tx_fee_percentile_90_median,tx_fee_total_sum,tx_size_mean_median,tx_size_percentile_10_median,tx_size_percentile_50_median,tx_size_percentile_90_median,tx_vsize_mean_median,tx_vsize_percentile_10_median,tx_vsize_percentile_50_median,tx_vsize_percentile_90_median,tx_input_count_total_median,tx_input_count_mean_median,tx_input_count_percentile_10_median,tx_input_count_percentile_50_median,tx_input_count_percentile_90_median,tx_input_count_total_sum,tx_output_count_total_median,tx_output_count_mean_median,tx_output_count_percentile_10_median,tx_output_count_percentile_50_median,tx_output_count_percentile_90_median,tx_output_count_total_sum,tx_input_value_total_median,tx_input_value_mean_median,tx_input_value_percentile_10_median,tx_input_value_percentile_50_median,tx_input_value_percentile_90_median,tx_input_value_total_sum,tx_output_value_total_median,tx_output_value_mean_median,tx_output_value_percentile_10_median,tx_output_value_percentile_50_median,tx_output_value_percentile_90_median,tx_output_value_total_sum,price_btc,marketcap_total,marketcap_btc,volume_total,volume_btc,crypto_currencies,crypto_markets,crypto_exchanges,totalbytesrecv,totalbytessent,version,uptime,peersin,peersout,mempool_tx,mempool_bytes,mempool_usage,mempool_max,mempool_minfee,nodes_total,nodes_with_channels,nodes_without_channels,channels_total,channels_unique,channels_duplicate,capacity_total,density,cut_nodes,cut_channels,channel_capacity_percentile_10,channel_capacity_percentile_50,channel_capacity_percentile_90,node_capacity_total_percentile_10,node_capacity_total_percentile_50,node_capacity_total_percentile_90,node_channels_total_percentile_10,node_channels_total_percentile_50,node_channels_total_percentile_90,node_eccentricity_mean,node_eccentricity_min,node_eccentricity_max,node_eccentricity_percentile_10,node_eccentricity_percentile_50,node_eccentricity_percentile_90,transitivity,node_clustering_mean,node_clustering_percentile_10,node_clustering_percentile_50,node_clustering_percentile_90
2024-06-04,134.0,84381461788831.34,418.75,3.125,210621990.0,1549392.0,814792.0,734600.0,3993449.0,4735.0,4610.0,124.0,636795.0,619759.0,17036.0,0.24533893,5.316e-05,2.322e-05,2.82e-05,7.56e-05,35.36014269,336.0,181.0,209.0,388.0,211.0,128.0,130.0,255.0,7495.0,2.0,1.0,1.0,2.0,1002730.0,12406.0,3.0,1.0,2.0,3.0,1636729.0,3619.830518,0.84567072,0.00024686,0.00311941,0.07236031,849963.13249859,3619.52324887,0.84561666,0.00021166,0.00309977,0.07228363,849927.7723559,69218.29,2565361498813.55,1364119208947.63,80482159229.27,30759087826.23,10038.0,82640.0,774.0,55778122456.0,695066653915.0,/Satoshi:23.1.0/,7834611.0,39.0,10.0,129429.0,55860736.0,289518304.0,300000000.0,5.302e-05,15604.0,15603.0,1.0,56400.0,52799.0,3599.0,4991.13598747,0.0004,1769.0,7674.0,0.00063553,0.02,0.15,0.0005,0.009,0.318,1.0,2.0,11.0,9.1663,7.0,13.0,8.0,9.0,10.0,0.0288,0.1178,0.0,0.0,0.3611
2024-06-05,123.0,84381461788831.34,384.375,3.125,189883152.0,1529818.0,821064.0,708754.0,3993311.0,4426.0,4248.0,131.0,562197.0,545475.0,16722.0,0.3801774,9.697e-05,3.715e-05,5.121e-05,0.0001245,58.08407623,363.0,181.0,211.0,419.0,226.0,129.0,130.0,278.0,7324.0,2.0,1.0,1.0,2.0,908332.0,11897.0,3.0,1.0,2.0,3.0,1468259.0,4557.71095577,1.19312673,0.00026663,0.0030376,0.07236912,997518.94520934,4557.18596009,1.19302976,0.00020935,0.00289213,0.07206264,997460.86113311,71026.93,2633616764652.22,1399788492375.09,89042064653.39,35823532316.82,10045.0,82715.0,774.0,56454290717.0,695532030889.0,/Satoshi:23.1.0/,7921008.0,39.0,10.0,137270.0,55016596.0,290845968.0,300000000.0,6.932e-05,15607.0,15606.0,1.0,56438.0,52809.0,3626.0,5001.30964272,0.0004,1767.0,7674.0,0.00064,0.02,0.15,0.0005,0.009,0.3185,1.0,2.0,11.0,9.1663,7.0,13.0,8.0,9.0,10.0,0.0288,0.1177,0.0,0.0,0.3611
2024-06-06,133.0,83716654861184.52,415.625,3.125,211118119.0,1534809.0,819367.0,715442.0,3993401.0,4610.0,4457.0,117.0,602842.0,585349.0,17493.0,0.45356878,0.00010677,4.572e-05,5.805e-05,0.00013416,64.84076304,329.0,181.0,209.0,372.0,217.0,129.0,130.0,235.0,7391.0,2.0,1.0,1.0,2.0,969157.0,11965.0,3.0,2.0,2.0,3.0,1574324.0,3488.51124396,0.78688901,0.00038094,0.00339219,0.05577794,794016.31380137,3488.0153735,0.78679967,0.00028842,0.00335413,0.05538795,793951.47303833,70983.94,2636562744148.63,1398957867753.31,76069487814.56,26624417652.4,10057.0,82899.0,777.0,57142578982.0,698535437648.0,/Satoshi:23.1.0/,8005615.0,39.0,10.0,125990.0,57306044.0,284108720.0,300000000.0,7.071e-05,15612.0,15611.0,1.0,56500.0,52813.0,3683.0,5014.33055293,0.0004,1769.0,7680.0,0.00064248,0.02,0.15145158,0.0005,0.009,0.318,1.0,2.0,11.0,9.1664,7.0,13.0,8.0,9.0,10.0,0.0288,0.1177,0.0,0.0,0.3611
2024-06-07,142.0,83716654861184.52,443.75,3.125,186616471.0,1199535.0,927647.0,268303.0,3993432.0,1001.0,952.0,79.0,250713.0,239737.0,10976.0,1.55147882,0.00239755,0.00018447,0.00029327,0.00133372,322.71243036,1137.0,192.0,226.0,785.0,956.0,113.0,154.0,499.0,4593.0,4.0,1.0,1.0,4.0,774234.0,3950.0,4.0,1.0,2.0,4.0,844492.0,2291.12563622,2.70291141,0.0009,0.01998715,1.19990958,652598.41719134,2288.08948023,2.69919016,0.00052612,0.01974938,1.1898264,652275.70476098,71055.62,2630277221307.57,1400419813950.37,77116920882.64,27984117262.94,10077.0,82953.0,780.0,58173822079.0,699255250732.0,/Satoshi:23.1.0/,8093813.0,39.0,10.0,104967.0,78310183.0,288674048.0,300000000.0,8.823e-05,15625.0,15624.0,1.0,56498.0,52830.0,3667.0,5016.13209963,0.0004,1775.0,7688.0,0.00064008,0.02,0.15035,0.0005,0.009,0.317483,1.0,2.0,11.0,9.167,7.0,13.0,8.0,9.0,10.0,0.0287,0.1176,0.0,0.0,0.3605
2024-06-08,172.0,83716654861184.52,537.5,3.125,247116196.0,1513098.0,823418.0,686482.0,3993272.0,3309.0,3226.0,85.0,529506.0,513907.0,15599.0,0.69245452,0.00019515,5.075e-05,7.046e-05,0.00032065,146.21708792,483.0,181.0,234.0,633.0,296.0,128.0,154.0,397.0,7383.0,2.0,1.0,1.0,3.0,1159594.0,10360.0,3.0,1.0,2.0,4.0,1523377.0,1443.42660803,0.60608703,0.00012,0.00380354,0.11654076,512451.71617742,1442.27637908,0.60591784,2.327e-05,0.00366268,0.11598128,512305.4990895,69395.59,2543872311916.76,1367744129666.58,100344865469.56,32606174977.29,10077.0,82967.0,780.0,58660018025.0,703284791333.0,/Satoshi:23.1.0/,8180209.0,39.0,10.0,105960.0,60705633.0,258943696.0,300000000.0,5.611e-05,15629.0,15628.0,1.0,56508.0,52822.0,3686.0,5026.01352446,0.0004,1777.0,7694.0,0.00064063,0.02,0.15166495,0.0005,0.009,0.317483,1.0,2.0,11.0,9.1673,7.0,13.0,8.0,9.0,10.0,0.0286,0.1173,0.0,0.0,0.359
2024-06-09,153.0,83716654861184.52,478.125,3.125,233228326.0,1547298.0,813737.0,731083.0,3993265.0,5075.0,5007.0,71.0,761292.0,749362.0,11930.0,0.42264679,8.846e-05,3.29e-05,4.333e-05,9.909e-05,73.01393361,309.0,180.0,209.0,355.0,196.0,128.0,130.0,214.0,7607.0,2.0,1.0,1.0,2.0,1140536.0,12208.0,2.0,2.0,2.0,2.0,1835977.0,1336.86329703,0.26906326,0.00012381,0.00189,0.0245071,408705.72606617,1336.48866169,0.26897358,8.556e-05,0.00181149,0.02446392,408632.71213256,69378.84,2538368316970.41,1367442137012.47,49915428117.56,13064836882.75,10068.0,82907.0,780.0,59325472899.0,707754261744.0,/Satoshi:23.1.0/,8266609.0,39.0,10.0,107052.0,59961922.0,268817520.0,300000000.0,5.908e-05,15637.0,15636.0,1.0,56505.0,52799.0,3701.0,5027.69049355,0.0004,1780.0,7697.0,0.00064063,0.02,0.15325151,0.0005,0.009,0.317483,1.0,2.0,11.0,9.1676,7.0,13.0,8.0,9.0,10.0,0.0286,0.1173,0.0,0.0,0.359
2024-06-10,139.0,83716654861184.52,434.375,3.125,218799037.0,1555111.0,812607.0,742504.0,3993370.0,4974.0,4841.0,95.0,661124.0,645569.0,15555.0,0.39984433,8.916e-05,3.483e-05,3.84e-05,9.688e-05,65.82128027,321.0,180.0,209.0,355.0,200.0,128.0,129.0,212.0,7698.0,2.0,1.0,1.0,1.0,1070675.0,12160.0,2.0,2.0,2.0,2.0,1634015.0,2727.71092893,0.60067517,0.00026166,0.00335994,0.03562773,692046.75574975,2727.27239749,0.600508,0.0002106,0.00329256,0.03548842,691980.93446948,69531.84,2531516445927.69,1370510290747.71,55409676868.95,16400841355.57,10074.0,82644.0,781.0,60251473197.0,708810502538.0,/Satoshi:23.1.0/,8353017.0,39.0,10.0,114455.0,64418279.0,289802208.0,300000000.0,5.876e-05,15645.0,15644.0,1.0,56454.0,52761.0,3687.0,5025.91921557,0.0004,1780.0,7700.0,0.00064,0.02,0.15186421,0.0005,0.009,0.31634445,1.0,2.0,11.0,9.168,7.0,13.0,8.0,9.0,10.0,0.0285,0.1174,0.0,0.0,0.3611
2024-06-11,123.0,83716654861184.52,384.375,3.125,193271122.0,1582698.0,802628.0,779038.0,3993307.0,3772.0,3561.0,124.0,469892.0,453522.0,16370.0,0.33275661,9.966e-05,3.487e-05,4.681e-05,0.00013216,43.46025505,428.0,181.0,222.0,543.0,265.0,128.0,142.0,344.0,7680.0,2.0,1.0,1.0,2.0,925186.0,10757.0,3.0,1.0,2.0,3.0,1234429.0,3820.24657152,1.11574296,0.00018732,0.00381263,0.16099915,797169.228159,3819.93136684,1.11563966,0.00014188,0.00375136,0.16093866,797125.76790395,67356.11,2443300847177.7,1327656617923.41,85764166270.38,32086023357.5,10080.0,82659.0,781.0,61022890899.0,709745864512.0,/Satoshi:23.1.0/,8439411.0,39.0,10.0,108571.0,64903046.0,284603616.0,300000000.0,6.205e-05,15651.0,15650.0,1.0,56457.0,52759.0,3700.0,5041.00233018,0.0004,1781.0,7704.0,0.00064,0.02,0.15309167,0.0005,0.009,0.31504672,1.0,2.0,11.0,9.1683,7.0,13.0,8.0,9.0,10.0,0.0284,0.1174,0.0,0.0,0.3611
2024-06-12,146.0,83716654861184.52,456.25,3.125,225927192.0,1558644.0,810758.0,747077.0,3993305.0,4673.0,4618.0,96.0,690905.0,673229.0,17676.0,0.29884809,7.057e-05,3.096e-05,3.588e-05,9.271e-05,47.3618229,336.0,180.0,209.0,364.0,212.0,128.0,129.0,233.0,7741.0,2.0,1.0,1.0,2.0,1124988.0,11818.0,2.0,2.0,2.0,3.0,1724321.0,3107.71175903,0.71628081,0.00023435,0.00304843,0.03597545,695541.19727423,3107.40652661,0.71622846,0.00018906,0.00299652,0.0359012,695493.83545133,67871.29,2464654458292.41,1337829052460.79,83793554693.21,31146871081.25,10084.0,82559.0,781.0,61831595818.0,711246322025.0,/Satoshi:23.1.0/,8525810.0,39.0,10.0,96102.0,71103890.0,282813312.0,300000000.0,6.577e-05,15657.0,15656.0,1.0,56463.0,52754.0,3707.0,5051.6448478,0.0004,1780.0,7708.0,0.00064,0.02,0.15502624,0.0005,0.009,0.31504672,1.0,2.0,11.0,9.1686,7.0,13.0,8.0,9.0,10.0,0.0285,0.1176,0.0,0.0,0.3636
2024-06-13,145.0,83716654861184.52,453.125,3.125,224820915.0,1521350.0,824094.0,696617.0,3993373.0,5262.0,5183.0,83.0,729876.0,714870.0,15006.0,0.3212194,6.681e-05,3.406e-05,3.661e-05,8.505e-05,56.90466857,294.0,180.0,209.0,312.0,190.0,128.0,129.0,203.0,7493.0,1.0,1.0,1.0,1.0,1074770.0,12912.0,2.0,2.0,2.0,2.0,1817869.0,2290.34538901,0.4224892,0.00027846,0.00256388,0.02616927,576606.61934178,2290.02431195,0.42240527,0.00022992,0.00250201,0.02613248,576549.71467321,67414.73,2450905594468.24,1328847226552.17,88789723881.34,35085560220.85,10096.0,82570.0,781.0,62597765582.0,712075005410.0,/Satoshi:23.1.0/,8612214.0,38.0,10.0,95586.0,74531814.0,291431744.0,300000000.0,6.838e-05,15666.0,15665.0,1.0,56458.0,52742.0,3716.0,5055.62381413,0.0004,1781.0,7715.0,0.00063818,0.02,0.15580702,0.0005,0.009,0.315,1.0,2.0,11.0,9.1687,7.0,13.0,8.0,9.0,10.0,0.0285,0.1175,0.0,0.0,0.3624
2024-06-14,128.0,83716654861184.52,400.0,3.125,188724593.0,1511905.0,826440.0,684103.0,3993336.0,4923.0,4792.0,120.0,599059.0,583910.0,15149.0,0.38426264,8.16e-05,3.889e-05,4.386e-05,0.00011638,52.92308615,309.0,180.0,209.0,370.0,203.0,128.0,129.0,239.0,7398.0,2.0,1.0,1.0,2.0,904719.0,13026.0,3.0,2.0,2.0,3.0,1572374.0,3570.61965275,0.77970755,0.00029958,0.00216492,0.0381463,739177.09395428,3570.06795727,0.77960947,0.00025314,0.00212368,0.03810373,739124.17086813,66758.87,2426269395036.4,1315946002262.28,69944538039.2,26702798924.8,10103.0,82627.0,781.0,63438219760.0,714485356230.0,/Satoshi:23.1.0/,8698610.0,39.0,10.0,100746.0,73291271.0,284029296.0,300000000.0,8.208e-05,15674.0,15673.0,1.0,56497.0,52754.0,3743.0,5061.43712672,0.0004,1782.0,7722.0,0.00064,0.02,0.15896154,0.0005,0.009,0.315,1.0,2.0,11.0,9.1691,7.0,13.0,8.0,9.0,10.0,0.0285,0.1178,0.0,0.0,0.3636
2024-06-15,134.0,83716654861184.52,418.75,3.125,198117898.0,1504586.0,827199.0,674046.0,3993282.0,2970.0,2814.0,89.0,447381.0,433093.0,14288.0,0.32986374,0.00010045,3.522e-05,4.312e-05,0.00011968,44.27193232,530.0,180.0,210.0,482.0,327.0,128.0,140.0,313.0,7403.0,2.0,1.0,1.0,2.0,936401.0,8944.0,3.0,1.0,2.0,3.0,1173480.0,1950.73462094,0.63484484,0.00023082,0.00192654,0.08447989,469594.51863878,1950.40894957,0.63476223,0.0001679,0.00188506,0.08438999,469550.24670646,66186.9,2415748439514.81,1304700767778.95,69019415167.07,25017256703.91,10104.0,82598.0,781.0,64320386263.0,716221404779.0,/Satoshi:23.1.0/,8785009.0,39.0,10.0,85290.0,77901136.0,290317616.0,300000000.0,7.451e-05,15682.0,15681.0,1.0,56521.0,52773.0,3747.0,5062.41824336,0.0004,1783.0,7725.0,0.00064,0.02,0.15896154,0.0005,0.009,0.315,1.0,2.0,11.0,9.1692,7.0,13.0,8.0,9.0,10.0,0.0285,0.1179,0.0,0.0,0.3642
2024-06-16,163.0,83716654861184.52,509.375,3.125,255574435.0,1524621.0,822955.0,701694.0,3993379.0,2523.0,2380.0,100.0,452652.0,436000.0,16652.0,0.20569441,8.814e-05,2.159e-05,3.283e-05,9.828e-05,36.56667052,647.0,181.0,222.0,490.0,395.0,129.0,141.0,334.0,7544.0,3.0,1.0,1.0,2.0,1232198.0,6664.0,3.0,1.0,2.0,3.0,1155203.0,1322.00348802,0.61014274,0.00010221,0.00311138,0.10190814,448365.24724953,1321.75473386,0.61006217,7.74e-05,0.00306086,0.10185737,448328.68057901,66478.29,2426849541611.61,1310502226754.56,41843641111.27,12714367437.99,10095.0,82531.0,781.0,64899040850.0,728208945507.0,/Satoshi:23.1.0/,8871409.0,39.0,10.0,59080.0,63878631.0,226531424.0,300000000.0,2.937e-05,15668.0,15667.0,1.0,56373.0,52676.0,3698.0,5053.2004184,0.0004,1786.0,7723.0,0.00063707,0.02,0.15628021,0.0005,0.009,0.31232795,1.0,2.0,11.0,9.1702,7.0,13.0,8.0,9.0,10.0,0.0285,0.1179,0.0,0.0,0.369
2024-06-17,140.0,83716654861184.52,437.5,3.125,222094291.0,1561502.0,813059.0,750924.0,3993363.0,3275.0,3035.0,144.0,465013.0,441637.0,23376.0,0.18205429,6.573e-05,1.69e-05,2.6e-05,8.136e-05,28.63720969,479.0,181.0,221.0,518.0,305.0,127.0,141.0,369.0,7626.0,2.0,1.0,1.0,2.0,1083065.0,9410.0,3.0,1.0,2.0,3.0,1215716.0,2776.42334261,0.89991955,0.00011466,0.0031453,0.12053458,758251.84076734,2776.18760238,0.89974682,8.438e-05,0.00308163,0.12041765,758223.20355765,66292.24,2407804071094.76,1306841748889.85,59092895581.74,19557484134.15,10104.0,82583.0,781.0,65534988641.0,733246820944.0,/Satoshi:23.1.0/,8957808.0,39.0,10.0,70046.0,60604952.0,288932256.0,300000000.0,3.658e-05,15638.0,15637.0,1.0,56117.0,52423.0,3692.0,5051.83180647,0.0004,1784.0,7720.0,0.00062,0.02,0.15927118,0.0005,0.009,0.31,1.0,2.0,11.0,9.1699,7.0,13.0,8.0,9.0,10.0,0.0286,0.1179,0.0,0.0,0.3658
2024-06-18,152.0,83716654861184.52,475.0,3.125,241609955.0,1552426.0,813770.0,737973.0,3993233.0,3888.0,3729.0,122.0,605888.0,584408.0,21480.0,0.21581502,6.049e-05,1.833e-05,2.99e-05,8.308e-05,36.09319142,420.0,181.0,210.0,430.0,257.0,129.0,130.0,283.0,7577.0,2.0,1.0,1.0,2.0,1143313.0,10293.0,2.0,1.0,2.0,3.0,1524310.0,3074.35574985,0.8590612,0.00015778,0.00295391,0.07225855,826955.35943986,3074.14421363,0.85901537,0.00012366,0.00293146,0.07223179,826919.26624844,65223.04,2351251100638.54,1285801335035.62,96904815109.89,36537369090.07,10117.0,82697.0,781.0,66150103469.0,736972674267.0,/Satoshi:23.1.0/,9044208.0,39.0,10.0,75822.0,57174742.0,275050352.0,300000000.0,4.016e-05,15629.0,15628.0,1.0,56112.0,52404.0,3707.0,5060.82692763,0.0004,1787.0,7717.0,0.00062,0.02,0.16,0.0005,0.009,0.30905071,1.0,2.0,11.0,9.1694,7.0,13.0,8.0,9.0,10.0,0.0286,0.1179,0.0,0.0,0.3654
2024-06-19,137.0,83716654861184.52,428.125,3.125,222022218.0,1537885.0,818334.0,719551.0,3993413.0,4891.0,4843.0,115.0,635236.0,616676.0,18560.0,0.2363956,5.146e-05,1.905e-05,2.827e-05,7.04e-05,33.2733342,322.0,181.0,208.0,370.0,204.0,129.0,130.0,223.0,7494.0,1.0,1.0,1.0,1.0,1011346.0,12572.0,2.0,1.0,2.0,2.0,1600114.0,2255.51310897,0.52070938,0.00020913,0.00227673,0.02755849,605618.20047367,2255.30825273,0.5206412,0.00016655,0.00222334,0.02751362,605584.92713947,65136.53,2369710108047.34,1284124466367.67,86879208488.66,34015465673.83,10130.0,82662.0,781.0,66803424045.0,744008820790.0,/Satoshi:23.1.0/,9130608.0,39.0,10.0,86547.0,56332760.0,281692912.0,300000000.0,4.245e-05,15623.0,15622.0,1.0,56095.0,52359.0,3734.0,5088.38189268,0.0004,1789.0,7715.0,0.00062,0.02,0.16,0.0005,0.009,0.3075,1.0,2.0,11.0,9.1691,7.0,13.0,8.0,9.0,10.0,0.0289,0.118,0.0,0.0,0.3714
2024-06-20,133.0,83675262295059.9,415.625,3.125,214366267.0,1575608.0,805968.0,769636.0,3993468.0,3964.0,3803.0,129.0,528366.0,510258.0,18108.0,0.20670595,6.017e-05,1.82e-05,2.6e-05,7.92e-05,31.10704312,410.0,181.0,210.0,403.0,252.0,129.0,130.0,274.0,7545.0,2.0,1.0,1.0,2.0,993167.0,11162.0,3.0,1.0,2.0,3.0,1388343.0,2823.28988544,0.7906178,0.00016302,0.00234779,0.05112832,637793.7471538,2822.8015542,0.79056497,0.00013468,0.00230244,0.05092976,637762.64011068,65132.91,2369853182234.65,1284075553437.33,62398255807.05,20892931572.75,10136.0,82774.0,783.0,67372453309.0,746845247559.0,/Satoshi:23.1.0/,9217008.0,39.0,10.0,88217.0,57942257.0,286987424.0,300000000.0,4.102e-05,15627.0,15626.0,1.0,56070.0,52339.0,3736.0,5094.7249255,0.0004,1790.0,7723.0,0.000617,0.02,0.16,0.0005,0.009,0.3069,1.0,2.0,11.0,9.1684,7.0,13.0,8.0,9.0,10.0,0.0289,0.118,0.0,0.0,0.3707
2024-06-21,140.0,83675262295059.9,437.5,3.125,224464155.0,1585263.0,803374.0,782546.0,3993310.0,4182.0,3978.0,111.0,592761.0,573555.0,19206.0,0.16083396,4.789e-05,1.365e-05,1.838e-05,5.887e-05,27.57973752,390.0,181.0,207.0,373.0,243.0,126.0,130.0,235.0,7503.0,2.0,1.0,1.0,2.0,1065051.0,11208.0,3.0,1.0,2.0,2.0,1560093.0,2600.79270481,0.61362391,6.06e-05,0.00231841,0.04515983,661019.44465497,2600.58335168,0.61356203,3.901e-05,0.00230229,0.04511355,660991.86491745,64107.54,2341472787372.24,1263884870247.58,68878483393.04,26187698987.19,10129.0,82875.0,783.0,68011249962.0,749375903790.0,/Satoshi:23.1.0/,9303408.0,39.0,10.0,86171.0,55760586.0,280431680.0,300000000.0,4.247e-05,15629.0,15628.0,1.0,56009.0,52260.0,3748.0,5096.18955316,0.0004,1790.0,7735.0,0.00061158,0.02,0.16,0.0005,0.009,0.306,1.0,2.0,11.0,9.1689,7.0,13.0,8.0,9.0,10.0,0.0289,0.1179,0.0,0.0,0.3702
2024-06-22,152.0,83675262295059.9,475.0,3.125,246263424.0,1605042.0,796241.0,808876.0,3993249.0,4638.0,4535.0,77.0,681231.0,667946.0,13285.0,0.12921558,3.057e-05,1.174e-05,1.419e-05,3.885e-05,20.79966679,355.0,181.0,208.0,341.0,217.0,127.0,130.0,208.0,7608.0,2.0,1.0,1.0,1.0,1155201.0,11626.0,2.0,2.0,2.0,2.0,1688056.0,1584.64452359,0.34321919,7.458e-05,0.00166506,0.02415759,385046.32591395,1584.46397561,0.34319368,6.18e-05,0.0016518,0.02407205,385025.52624716,64273.11,2343131654181.35,1267164639958.23,54588995722.21,19897885484.22,10122.0,82861.0,782.0,68642320401.0,751739910926.0,/Satoshi:23.1.0/,9389808.0,39.0,10.0,89720.0,57172975.0,291062496.0,300000000.0,4.599e-05,15621.0,15620.0,1.0,55972.0,52223.0,3753.0,5101.44302312,0.0004,1788.0,7736.0,0.00061,0.02,0.16,0.0005,0.009,0.306,1.0,2.0,11.0,9.1695,7.0,13.0,8.0,9.0,10.0,0.0289,0.1179,0.0,0.0,0.3718
2024-06-23,112.0,83675262295059.9,350.0,3.125,187141711.0,1635412.0,786964.0,849359.0,3993368.0,4101.0,4011.0,77.0,497676.0,487101.0,10575.0,0.11717276,3.088e-05,1.042e-05,1.1e-05,3.976e-05,14.6153336,416.0,181.0,208.0,359.0,246.0,126.0,127.0,212.0,7830.0,2.0,1.0,1.0,1.0,870739.0,10926.0,2.0,1.0,2.0,2.0,1232328.0,1766.30644623,0.43180432,7.773e-05,0.00235989,0.03780744,351924.79412961,1766.18633421,0.4317805,6.439e-05,0.00232204,0.03779688,351910.17879601,64293.77,2345303350731.85,1267589578758.96,33221114090.2,9005852687.97,10114.0,82817.0,782.0,69263527160.0,754182284449.0,/Satoshi:23.1.0/,9476208.0,39.0,10.0,95296.0,54720273.0,283929472.0,300000000.0,3.725e-05,15615.0,15614.0,1.0,55941.0,52185.0,3759.0,5098.76513117,0.0004,1788.0,7732.0,0.00060594,0.02,0.16,0.0005,0.009,0.30959524,1.0,2.0,11.0,9.1693,7.0,13.0,8.0,9.0,10.0,0.0289,0.1177,0.0,0.0,0.3718
2024-06-24,152.0,83675262295059.9,475.0,3.125,243021648.0,1618364.0,792280.0,826725.0,3993250.0,3169.0,3073.0,85.0,525488.0,507786.0,17702.0,0.11796217,4.185e-05,1.054e-05,1.521e-05,5.49e-05,19.66337788,525.0,191.0,210.0,513.0,318.0,126.0,141.0,345.0,7797.0,2.0,1.0,1.0,2.0,1141762.0,9231.0,3.0,1.0,2.0,3.0,1339102.0,3113.66758519,1.20230763,9e-05,0.0041841,0.19596963,923713.88462769,3113.52405262,1.20223485,7.658e-05,0.00416861,0.19592883,923694.22124981,61305.83,2242349543092.79,1208708731837.27,69525769387.07,26193923441.38,10114.0,82793.0,782.0,69830896151.0,764863688848.0,/Satoshi:23.1.0/,9562608.0,39.0,10.0,72668.0,55592152.0,261787872.0,300000000.0,2.604e-05,15542.0,15541.0,1.0,55920.0,52146.0,3773.0,5113.01645632,0.0004,1786.0,7668.0,0.00060191,0.02,0.16,0.0005,0.009,0.31280051,1.0,2.0,11.0,9.1661,7.0,13.0,8.0,9.0,10.0,0.0291,0.1177,0.0,0.0,0.3718
2024-06-25,124.0,83675262295059.9,387.5,3.125,193598312.0,1556622.0,812254.0,744374.0,3993366.0,4452.0,4325.0,129.0,550745.0,533801.0,16944.0,0.16861266,4.564e-05,1.235e-05,2.079e-05,6.105e-05,24.0234603,348.0,181.0,208.0,374.0,225.0,127.0,130.0,244.0,7783.0,2.0,1.0,1.0,2.0,975944.0,11567.0,2.0,1.0,2.0,2.0,1377081.0,3758.38924607,0.88662893,0.0002419,0.00296366,0.06721035,616714.27246286,3758.23764808,0.88657728,0.00022136,0.002926,0.06717299,616690.24900256,61309.79,2264058305639.59,1208803714894.03,86827323365.7,38347886209.21,10118.0,83592.0,783.0,70436821491.0,766209924995.0,/Satoshi:23.1.0/,9649009.0,39.0,10.0,92310.0,55080332.0,275779776.0,300000000.0,3.896e-05,15538.0,15537.0,1.0,55900.0,52114.0,3782.0,5124.44022832,0.0004,1786.0,7659.0,0.00060111,0.02,0.16,0.0005,0.009,0.31284114,1.0,2.0,11.0,9.1659,7.0,13.0,8.0,9.0,10.0,0.0292,0.118,0.0,0.0,0.376
2024-06-26,121.0,83675262295059.9,378.125,3.125,197911901.0,1597884.0,798623.0,799261.0,3993395.0,3500.0,3322.0,131.0,465408.0,448402.0,17006.0,0.13708941,5.163e-05,1.222e-05,1.95e-05,7e-05,19.26881426,452.0,181.0,223.0,530.0,286.0,126.0,142.0,356.0,7883.0,2.0,1.0,1.0,2.0,987861.0,10826.0,3.0,1.0,2.0,3.0,1225661.0,3899.55397255,1.16868426,0.00011994,0.0032142,0.26294037,714496.45347561,3899.42309502,1.16863046,0.00010325,0.00319217,0.26292775,714477.18466135,61480.85,2266904521841.72,1212211299693.01,62555175167.64,26059927123.1,10116.0,83882.0,784.0,71056350610.0,767670836435.0,/Satoshi:23.1.0/,9735408.0,39.0,10.0,99806.0,55543291.0,283900144.0,300000000.0,4.123e-05,15545.0,15544.0,1.0,55870.0,52103.0,3764.0,5130.18793572,0.0004,1789.0,7668.0,0.00060109,0.02,0.16,0.0005,0.009,0.31284114,1.0,2.0,11.0,9.1664,7.0,13.0,8.0,9.0,10.0,0.0292,0.1184,0.0,0.0,0.381
