Date,Close,AbsDays,LogClose
2018-01-19,1.23508129,3303,0.091695542726538
2018-01-20,1.32664003,3304,0.1227530975498923
2018-01-21,1.46135168,3305,0.1647547431786926
2018-01-22,1.63213541,3306,0.212756187123868
2018-01-23,2.31144971,3307,0.3638844489715542
2018-01-24,2.7286347,3308,0.4359453977463465
2018-01-25,3.00336684,3309,0.4776083814356273
2018-01-26,3.18801336,3310,0.5035201327247399
2018-01-27,3.58425475,3311,0.5543988694575653
2018-01-28,3.67753525,3312,0.5655568442295112
2018-01-29,3.66374414,3313,0.5639251368118419
2018-01-30,3.86090634,3314,0.5866892663962476
2018-01-31,3.99117448,3315,0.6011007140142552
2018-02-01,4.03288085,3316,0.6056153911244243
2018-02-02,4.16691182,3317,0.6198143100342828
2018-02-03,4.16473526,3318,0.6195873997943364
2018-02-04,4.48199159,3319,0.651471037290515
2018-02-05,5.34855335,3320,0.7282363321015018
2018-02-06,5.46045154,3321,0.7372285572142705
2018-02-07,5.49763005,3322,0.740175511671633
2018-02-08,5.576793,3323,0.7463845246016251
2018-02-09,5.5936857,3324,0.747698060428356
2018-02-10,5.62004929,3325,0.7497401245158835
2018-02-11,5.79776181,3326,0.7632603692239583
2018-02-12,5.88401353,3327,0.7696736626954627
2018-02-13,5.84697302,3328,0.766931089853676
2018-02-14,5.69696483,3329,0.7556435383641619
2018-02-15,5.76457561,3330,0.7607673399014031
2018-02-16,4.77776572,3331,0.6792248501008047
2018-02-17,4.58670726,3332,0.6615010227952347
2018-02-18,4.60326142,3333,0.6630656392519172
2018-02-19,4.63350069,3334,0.6659092320303098
2018-02-20,4.59478595,3335,0.662265284405672
2018-02-21,4.02669573,3336,0.6049488141680354
2018-02-22,4.03380538,3337,0.6057149408695525
2018-02-23,3.72689202,3338,0.5713468100338235
2018-02-24,3.37135604,3339,0.5278046196352457
2018-02-25,3.395035,3340,0.530844255856142
2018-02-26,4.05787118,3341,0.608298255929666
2018-02-27,3.90366329,3342,0.5914723505926558
2018-02-28,3.88591588,3343,0.5894933950164051
2018-03-01,3.9383108,3344,0.5953099864081867
2018-03-02,4.25102675,3345,0.6284938378160617
2018-03-03,4.46935569,3346,0.6502449190052358
2018-03-04,4.56417413,3347,0.6593622050396778
2018-03-05,4.60540998,3348,0.6632682977524628
2018-03-06,4.6003652,3349,0.6627923095183613
2018-03-07,4.59468277,3350,0.6622555318278005
2018-03-08,4.48863069,3351,0.6521138745277195
2018-03-09,4.55520798,3352,0.6585082106184159
2018-03-10,4.02961467,3353,0.6052635189218337
2018-03-11,3.89145713,3354,0.5901122504324856
2018-03-12,3.91778759,3355,0.5930408862295277
2018-03-13,3.8755391,3356,0.5883321228088962
2018-03-14,3.46760247,3357,0.5400293036308365
2018-03-15,3.21131564,3358,0.5066829944401308
2018-03-16,3.10045991,3359,0.4914261201440747
2018-03-17,3.27991517,3360,0.5158626114929851
2018-03-18,3.4241616,3361,0.5345542525974533
2018-03-19,4.18859188,3362,0.6220680464680068
2018-03-20,4.50186703,3363,0.6533926632566617
2018-03-21,4.80405011,3364,0.681607528785612
2018-03-22,5.18863993,3365,0.7150535335124433
2018-03-23,5.243336,3366,0.7196076887780664
2018-03-24,5.22245516,3367,0.7178747198159328
2018-03-25,5.28518331,3368,0.7230600548678284
2018-03-26,5.45190345,3369,0.7365481561311771
2018-03-27,6.05523129,3370,0.7821307364224738
2018-03-28,6.79296663,3371,0.8320594811530032
2018-03-29,7.00530181,3372,0.8454268507701157
2018-03-30,7.89941406,3373,0.8975948786390258
2018-03-31,8.5338619,3374,0.9311456105700202
2018-04-01,9.16135826,3375,0.961959866800248
2018-04-02,8.9436511,3376,0.9515148486483108
2018-04-03,9.0479179,3377,0.9565486511858856
2018-04-04,9.3278278,3378,0.9697805200264222
2018-04-05,9.28132769,3379,0.9676101063047364
2018-04-06,10.72719634,3380,1.0304862295921322
2018-04-07,11.12837257,3381,1.046431657097805
2018-04-08,11.9764373,3382,1.0783276451764825
2018-04-09,12.04772979,3383,1.080905218482461
2018-04-10,12.28511625,3384,1.0893792704208738
2018-04-11,12.26601141,3385,1.0887033643379191
2018-04-12,12.97536335,3386,1.1131195282692834
2018-04-13,12.89848327,3387,1.1105386447026089
2018-04-14,13.42869367,3388,1.1280337669870777
2018-04-15,13.88428578,3389,1.1425235441667416
2018-04-16,14.20680099,3390,1.1524962968720365
2018-04-17,14.48937765,3391,1.1610497319877136
